content,source,cleaned,t,sentiment_score,sentiment,tokens,joined,topik
"kirim kode verifikasi sangat lambat, jadi harus minta kode verifikasi ulang. Dan tetap lambat lagi.......akhirnya uninstal aplikasi.",playstore,kirim kode verifikasi sangat lambat jadi harus minta kode verifikasi ulang dan tetap lambat lagiakhirnya uninstal aplikasi,"['kirim', 'kode', 'verifikasi', 'sangat', 'lambat', 'jadi', 'harus', 'meminta', 'kode', 'verifikasi', 'ulang', 'dan', 'tetap', 'lambat', 'lagiakhirnya', 'uninstal', 'aplikasi']",-39,negative,"['kirim', 'kode', 'verifikasi', 'lambat', 'kode', 'verifikasi', 'ulang', 'lambat', 'lagiakhirnya', 'uninstal', 'aplikasi']",kirim kode verifikasi lambat kode verifikasi ulang lambat lagiakhirnya uninstal aplikasi,Topik 2 - Login/NPWP/Daftar
login gagal d perifikasi email padahal nomer udah benerr hadeh amit2 apa2 d persulit mulu dah,playstore,login gagal d perifikasi email padahal nomer udah benerr hadeh amit apa d persulit mulu dah,"['login', 'gagal', 'di', 'perifikasi', 'email', 'padahal', 'nomer', 'sudah', 'benar', 'hadeh', 'amit-amit', 'apa-apa', 'di', 'persulit', 'mulu', 'sudah']",-67,negative,"['login', 'gagal', 'perifikasi', 'email', 'nomer', 'udah', 'benerr', 'hadeh', 'amit', 'persulit', 'mulu', 'dah']",login gagal perifikasi email nomer udah benerr hadeh amit persulit mulu dah,Topik 2 - Login/NPWP/Daftar
"APLIKASI RUSAK,MAU BUAT NPWP SERVER NYA DIREFRES MALAH BALIK KE AWAL HABISIN PULSA AJA, SERVER RUSAK!",playstore,aplikasi rusakmau buat npwp server nya direfres malah balik ke awal habisin pulsa aja server rusak,"['aplikasi', 'rusakmau', 'buat', 'npwp', 'server', 'ya', 'direfres', 'malah', 'balik', 'ke', 'awal', 'habisin', 'pulsa', 'saja', 'server', 'rusak']",-50,negative,"['aplikasi', 'rusakmau', 'npwp', 'server', 'nya', 'direfres', 'habisin', 'pulsa', 'aja', 'server', 'rusak']",aplikasi rusakmau npwp server nya direfres habisin pulsa aja server rusak,Topik 2 - Login/NPWP/Daftar
"Mau daftar kok ngga bisa setiap di klik menu tidak tersedia , ya klo ngga tersedia jgn buat aplikasi",playstore,mau daftar kok ngga bisa setiap di klik menu tidak tersedia  ya klo ngga tersedia jgn buat aplikasi,"['mau', 'daftar', 'kok', 'tidak', 'bisa', 'setiap', 'di', 'klik', 'menu', 'tidak', 'tersedia', 'ya', 'kalau', 'tidak', 'tersedia', 'jangan', 'buat', 'aplikasi']",-71,negative,"['daftar', 'ngga', 'klik', 'menu', 'tersedia', 'klo', 'ngga', 'tersedia', 'jgn', 'aplikasi']",daftar ngga klik menu tersedia klo ngga tersedia jgn aplikasi,Topik 2 - Login/NPWP/Daftar
gabisa login,playstore,gabisa login,"['tidak bisa', 'login']",-9,negative,"['gabisa', 'login']",gabisa login,Topik 2 - Login/NPWP/Daftar
pajak gak guna ngurus online ribet MW minta efin tapi kolom cuma 15 sedangkan npwp 2025 sudah sama nik.gak ngotak .bubar aja ..,playstore,pajak gak guna ngurus online ribet mw minta efin tapi kolom cuma  sedangkan npwp  sudah sama nikgak ngotak bubar aja,"['pajak', 'tidak', 'guna', 'mengurus', 'online', 'ribet', 'mau', 'meminta', 'efin', 'tapi', 'kolom', 'cuma', '15', 'sedangkan', 'npwp', '2025', 'sudah', 'sama', 'nikgak', 'ngotak', 'bubar', 'saja']",-78,negative,"['pajak', 'gak', 'ngurus', 'online', 'ribet', 'efin', 'kolom', 'npwp', 'nikgak', 'ngotak', 'bubar', 'aja']",pajak gak ngurus online ribet efin kolom npwp nikgak ngotak bubar aja,Topik 2 - Login/NPWP/Daftar
"Tolong di perbarui untuk pengajuan EFIN. Karena NPWP sekarang 16 digit, sedangkan di aplikasi masih 15 digit. Terimakasih",playstore,tolong di perbarui untuk pengajuan efin karena npwp sekarang  digit sedangkan di aplikasi masih  digit terimakasih,"['tolong', 'di', 'perbarui', 'untuk', 'pengajuan', 'efin', 'karena', 'npwp', 'sekarang', '16', 'digit', 'sedangkan', 'di', 'aplikasi', 'masih', '15', 'digit', 'terimakasih']",-45,negative,"['tolong', 'perbarui', 'pengajuan', 'efin', 'npwp', 'digit', 'aplikasi', 'digit', 'terimakasih']",tolong perbarui pengajuan efin npwp digit aplikasi digit terimakasih,Topik 2 - Login/NPWP/Daftar
"susah banget mau buat NPWP kode otp tidak masuk,tanya CS gak di jawab alasan sibuk",playstore,susah banget mau buat npwp kode otp tidak masuktanya cs gak di jawab alasan sibuk,"['susah', 'banget', 'mau', 'buat', 'npwp', 'kode', 'otp', 'tidak', 'masuktanya', 'cs', 'tidak', 'di', 'jawab', 'alasan', 'sibuk']",-65,negative,"['susah', 'banget', 'npwp', 'kode', 'otp', 'masuktanya', 'gak', 'alasan', 'sibuk']",susah banget npwp kode otp masuktanya gak alasan sibuk,Topik 2 - Login/NPWP/Daftar
3 nomor aku pake buat verifikasi gak masuk2 pesannya.,playstore,nomor aku pake buat verifikasi gak masuk pesannya,"['3', 'nomor', 'aku', 'pakai', 'buat', 'verifikasi', 'tidak', 'masuk2', 'pesannya']",-9,negative,"['nomor', 'pake', 'verifikasi', 'gak', 'masuk', 'pesannya']",nomor pake verifikasi gak masuk pesannya,Topik 2 - Login/NPWP/Daftar
aplikasi gak guna gathel live chat ngomong sama robot 👎kirim kode otp nomor telepone sampai hanis pulsa gak dikirim kirim👎kan tolollll,playstore,aplikasi gak guna gathel live chat ngomong sama robot kirim kode otp nomor telepone sampai hanis pulsa gak dikirim kirimkan tolollll,"['aplikasi', 'tidak', 'guna', 'gathel', 'live', 'chat', 'mengomong', 'sama', 'robot', 'kirim', 'kode', 'otp', 'nomor', 'telepone', 'sampai', 'hanis', 'pulsa', 'tidak', 'dikirim', 'kirimkan', 'tolollll']",-45,negative,"['aplikasi', 'gak', 'gathel', 'live', 'chat', 'ngomong', 'robot', 'kirim', 'kode', 'otp', 'nomor', 'telepone', 'hanis', 'pulsa', 'gak', 'dikirim', 'kirimkan', 'tolollll']",aplikasi gak gathel live chat ngomong robot kirim kode otp nomor telepone hanis pulsa gak dikirim kirimkan tolollll,Topik 2 - Login/NPWP/Daftar
"update dong biar yang baru bikin npwp bisa login,mau login aja susahnya minta ampun",playstore,update dong biar yang baru bikin npwp bisa loginmau login aja susahnya minta ampun,"['update', 'dong', 'biar', 'yang', 'baru', 'bikin', 'npwp', 'bisa', 'loginmau', 'login', 'saja', 'susahnya', 'meminta', 'ampun']",-52,negative,"['update', 'biar', 'bikin', 'npwp', 'loginmau', 'login', 'aja', 'susahnya', 'ampun']",update biar bikin npwp loginmau login aja susahnya ampun,Topik 2 - Login/NPWP/Daftar
sering susah login,playstore,sering susah login,"['sering', 'susah', 'login']",-6,negative,"['susah', 'login']",susah login,Topik 2 - Login/NPWP/Daftar
"aplikasi apaan ga membantu sama sekali, mau pengajuan Efin sudah ngisi data foto wajah ehh ""terdapat kesalahan pada sistem kami Mulu"" udah coba di 2 hari sama aja gitu Mulu... niat ga si bantu warga nihh mau bener juga di persulit...",playstore,aplikasi apaan ga membantu sama sekali mau pengajuan efin sudah ngisi data foto wajah ehh terdapat kesalahan pada sistem kami mulu udah coba di  hari sama aja gitu mulu niat ga si bantu warga nihh mau bener juga di persulit,"['aplikasi', 'apaan', 'tidak', 'membantu', 'sama', 'sekali', 'mau', 'pengajuan', 'efin', 'sudah', 'ngisi', 'data', 'foto', 'wajah', 'eh', 'terdapat', 'kesalahan', 'pada', 'sistem', 'kami', 'mulu', 'sudah', 'coba', 'di', '2', 'hari', 'sama', 'saja', 'begitu', 'mulu', 'niat', 'tidak', 'sih', 'bantu', 'warga', 'nih', 'mau', 'benar', 'juga', 'di', 'persulit']",-139,negative,"['aplikasi', 'membantu', 'pengajuan', 'efin', 'ngisi', 'data', 'foto', 'wajah', 'ehh', 'kesalahan', 'sistem', 'mulu', 'udah', 'coba', 'aja', 'gitu', 'mulu', 'niat', 'bantu', 'warga', 'nihh', 'bener', 'persulit']",aplikasi membantu pengajuan efin ngisi data foto wajah ehh kesalahan sistem mulu udah coba aja gitu mulu niat bantu warga nihh bener persulit,Topik 2 - Login/NPWP/Daftar
sekarang kok bikin NPWP susah bnr. orang belum pernah bikin keterangan NIK di duplikasi. giliran nik udah oke yg masalah KK tidak valid. karepe piye mboh..,playstore,sekarang kok bikin npwp susah bnr orang belum pernah bikin keterangan nik di duplikasi giliran nik udah oke yg masalah kk tidak valid karepe piye mboh,"['sekarang', 'kok', 'bikin', 'npwp', 'susah', 'benar', 'orang', 'belum', 'pernah', 'bikin', 'keterangan', 'nik', 'di', 'duplikasi', 'giliran', 'nik', 'sudah', 'oke', 'yang', 'masalah', 'kakak', 'tidak', 'valid', 'karepe', 'piye', 'mboh']",-99,negative,"['bikin', 'npwp', 'susah', 'bnr', 'orang', 'bikin', 'keterangan', 'nik', 'duplikasi', 'giliran', 'nik', 'udah', 'oke', 'valid', 'karepe', 'piye', 'mboh']",bikin npwp susah bnr orang bikin keterangan nik duplikasi giliran nik udah oke valid karepe piye mboh,Topik 2 - Login/NPWP/Daftar
"Loh mau masukkan npwp karena sesuai malah NIK gak muat jadinya gak bisa akses EFIN. Seharusnya app pajak lebih bagus dari semua instansi ini karena berhubungan dengan uang ini malah gak update. App pemerintah kalah dengan app swasta, aneh",playstore,loh mau masukkan npwp karena sesuai malah nik gak muat jadinya gak bisa akses efin seharusnya app pajak lebih bagus dari semua instansi ini karena berhubungan dengan uang ini malah gak update app pemerintah kalah dengan app swasta aneh,"['loh', 'mau', 'masukkan', 'npwp', 'karena', 'sesuai', 'malah', 'nik', 'tidak', 'muat', 'jadinya', 'tidak', 'bisa', 'akses', 'efin', 'seharusnya', 'app', 'pajak', 'lebih', 'bagus', 'dari', 'semua', 'instansi', 'ini', 'karena', 'berhubungan', 'dengan', 'uang', 'ini', 'malah', 'tidak', 'update', 'app', 'pemerintah', 'kalah', 'dengan', 'app', 'swasta', 'aneh']",-139,negative,"['loh', 'masukkan', 'npwp', 'sesuai', 'nik', 'gak', 'muat', 'gak', 'akses', 'efin', 'app', 'pajak', 'bagus', 'instansi', 'berhubungan', 'uang', 'gak', 'update', 'app', 'pemerintah', 'kalah', 'app', 'swasta', 'aneh']",loh masukkan npwp sesuai nik gak muat gak akses efin app pajak bagus instansi berhubungan uang gak update app pemerintah kalah app swasta aneh,Topik 2 - Login/NPWP/Daftar
"Ribetnya buat NPWP, nggak usah bayar pajak, toh penghasilanku di bawah batas PTKP",playstore,ribetnya buat npwp nggak usah bayar pajak toh penghasilanku di bawah batas ptkp,"['ribetnya', 'buat', 'npwp', 'tidak', 'usah', 'bayar', 'pajak', 'toh', 'penghasilanku', 'di', 'bawah', 'batas', 'ptkp']",-46,negative,"['ribetnya', 'npwp', 'nggak', 'bayar', 'pajak', 'penghasilanku', 'batas', 'ptkp']",ribetnya npwp nggak bayar pajak penghasilanku batas ptkp,Topik 2 - Login/NPWP/Daftar
"Daftar Gabisa Disini, Ga Guna Banget, Daftar Di Web HP Malah Makin Ancur Dan Bikin Pusing",playstore,daftar gabisa disini ga guna banget daftar di web hp malah makin ancur dan bikin pusing,"['daftar', 'tidak bisa', 'disini', 'tidak', 'guna', 'banget', 'daftar', 'di', 'web', 'hp', 'malah', 'makin', 'hancur', 'dan', 'bikin', 'pusing']",-71,negative,"['daftar', 'gabisa', 'banget', 'daftar', 'web', 'ancur', 'bikin', 'pusing']",daftar gabisa banget daftar web ancur bikin pusing,Topik 2 - Login/NPWP/Daftar
"kalo ndak ribet bukan Indonesia namanya, saya mau cek npwp Online malah muter² gak tau kemana, disuruh masukkan nomor NPWP sandi dll, lah org saya mau cek nomor NPWP saya krna saya gak tau, malah disuruh isi.. kenapa sih ribet bgt",playstore,kalo ndak ribet bukan indonesia namanya saya mau cek npwp online malah muter gak tau kemana disuruh masukkan nomor npwp sandi dll lah org saya mau cek nomor npwp saya krna saya gak tau malah disuruh isi kenapa sih ribet bgt,"['kalau', 'indak', 'ribet', 'bukan', 'indonesia', 'namanya', 'saya', 'mau', 'cek', 'npwp', 'online', 'malah', 'muter', 'tidak', 'tau', 'kemana', 'disuruh', 'masukkan', 'nomor', 'npwp', 'sandi', 'dll', 'lah', 'orang', 'saya', 'mau', 'cek', 'nomor', 'npwp', 'saya', 'karena', 'saya', 'tidak', 'tau', 'malah', 'disuruh', 'isi', 'kenapa', 'sih', 'ribet', 'banget']",-145,negative,"['kalo', 'ndak', 'ribet', 'indonesia', 'namanya', 'cek', 'npwp', 'online', 'muter', 'gak', 'tau', 'kemana', 'disuruh', 'masukkan', 'nomor', 'npwp', 'sandi', 'dll', 'org', 'cek', 'nomor', 'npwp', 'krna', 'gak', 'tau', 'disuruh', 'isi', 'sih', 'ribet', 'bgt']",kalo ndak ribet indonesia namanya cek npwp online muter gak tau kemana disuruh masukkan nomor npwp sandi dll org cek nomor npwp krna gak tau disuruh isi sih ribet bgt,Topik 2 - Login/NPWP/Daftar
saya mau bayar pajak aja daftar nya ribet minta ampun...payah coretex nih...,playstore,saya mau bayar pajak aja daftar nya ribet minta ampunpayah coretex nih,"['saya', 'mau', 'bayar', 'pajak', 'saja', 'daftar', 'ya', 'ribet', 'meminta', 'ampunpayah', 'coretex', 'nih']",-39,negative,"['bayar', 'pajak', 'aja', 'daftar', 'nya', 'ribet', 'ampunpayah', 'coretex', 'nih']",bayar pajak aja daftar nya ribet ampunpayah coretex nih,Topik 2 - Login/NPWP/Daftar
verifikasi lambat,playstore,verifikasi lambat,"['verifikasi', 'lambat']",-9,negative,"['verifikasi', 'lambat']",verifikasi lambat,Topik 2 - Login/NPWP/Daftar
minta efin sush banget eror Mulu,playstore,minta efin sush banget eror mulu,"['meminta', 'efin', 'sush', 'banget', 'eror', 'mulu']",-26,negative,"['efin', 'sush', 'banget', 'eror', 'mulu']",efin sush banget eror mulu,Topik 2 - Login/NPWP/Daftar
"anggaran besar buat bikin tapi hasilnya kek, mau buat NPWP aja susah bgt gelapp",playstore,anggaran besar buat bikin tapi hasilnya kek mau buat npwp aja susah bgt gelapp,"['anggaran', 'besar', 'buat', 'bikin', 'tapi', 'hasilnya', 'kayak', 'mau', 'buat', 'npwp', 'saja', 'susah', 'banget', 'gelapp']",-52,negative,"['anggaran', 'bikin', 'hasilnya', 'kek', 'npwp', 'aja', 'susah', 'bgt', 'gelapp']",anggaran bikin hasilnya kek npwp aja susah bgt gelapp,Topik 2 - Login/NPWP/Daftar
saya daftar daftar tapi halaman web gak bisa dibuka aneh,playstore,saya daftar daftar tapi halaman web gak bisa dibuka aneh,"['saya', 'daftar', 'daftar', 'tapi', 'halaman', 'web', 'tidak', 'bisa', 'dibuka', 'aneh']",-49,negative,"['daftar', 'daftar', 'halaman', 'web', 'gak', 'dibuka', 'aneh']",daftar daftar halaman web gak dibuka aneh,Topik 2 - Login/NPWP/Daftar
user dan sandi.. selalu aja dinyatakan salah.. padahal ketika buka lewat Coretax aman. tpi nggak bisa masuk di aplikasi Android.. parah.,playstore,user dan sandi selalu aja dinyatakan salah padahal ketika buka lewat coretax aman tpi nggak bisa masuk di aplikasi android parah,"['user', 'dan', 'sandi', 'selalu', 'saja', 'dinyatakan', 'salah', 'padahal', 'ketika', 'buka', 'lewat', 'coretax', 'aman', 'tapi', 'tidak', 'bisa', 'masuk', 'di', 'aplikasi', 'android', 'parah']",-68,negative,"['user', 'sandi', 'aja', 'dinyatakan', 'salah', 'buka', 'coretax', 'aman', 'tpi', 'nggak', 'masuk', 'aplikasi', 'android', 'parah']",user sandi aja dinyatakan salah buka coretax aman tpi nggak masuk aplikasi android parah,Topik 2 - Login/NPWP/Daftar
Banyak masalah saat pendaftaran,playstore,banyak masalah saat pendaftaran,"['banyak', 'masalah', 'saat', 'pendaftaran']",-10,negative,['pendaftaran'],pendaftaran,Topik 2 - Login/NPWP/Daftar
"sering logout , minta verifikasi ke email gak muncul muncul . tolong dong diperbaiki permasalahannya",playstore,sering logout  minta verifikasi ke email gak muncul muncul  tolong dong diperbaiki permasalahannya,"['sering', 'logout', 'meminta', 'verifikasi', 'ke', 'email', 'tidak', 'muncul', 'muncul', 'tolong', 'dong', 'diperbaiki', 'permasalahannya']",-4,negative,"['logout', 'verifikasi', 'email', 'gak', 'muncul', 'muncul', 'tolong', 'diperbaiki', 'permasalahannya']",logout verifikasi email gak muncul muncul tolong diperbaiki permasalahannya,Topik 2 - Login/NPWP/Daftar
"mau ngurus lupa EFIN dari aplikasi bisa tapi harus ngantri 600 pengatri dulu, di tunggu sampe sore eh malah tiba "" system eror, lalu coba lagi di hari berikutnya malah kesalahan server, masa pelayanan dikantor ama aplikasinya sama "" buruk 👎👎hadeh..",playstore,mau ngurus lupa efin dari aplikasi bisa tapi harus ngantri  pengatri dulu di tunggu sampe sore eh malah tiba  system eror lalu coba lagi di hari berikutnya malah kesalahan server masa pelayanan dikantor ama aplikasinya sama  buruk hadeh,"['mau', 'mengurus', 'lupa', 'efin', 'dari', 'aplikasi', 'bisa', 'tapi', 'harus', 'mengantri', '600', 'pengatri', 'dulu', 'di', 'tunggu', 'sampai', 'sore', 'eh', 'malah', 'tiba', 'system', 'eror', 'lalu', 'coba', 'lagi', 'di', 'hari', 'berikutnya', 'malah', 'kesalahan', 'server', 'masa', 'pelayanan', 'dikantor', 'sama', 'aplikasinya', 'sama', 'buruk', 'hadeh']",-135,negative,"['ngurus', 'lupa', 'efin', 'aplikasi', 'ngantri', 'pengatri', 'tunggu', 'sampe', 'sore', 'system', 'eror', 'coba', 'kesalahan', 'server', 'pelayanan', 'dikantor', 'ama', 'aplikasinya', 'buruk', 'hadeh']",ngurus lupa efin aplikasi ngantri pengatri tunggu sampe sore system eror coba kesalahan server pelayanan dikantor ama aplikasinya buruk hadeh,Topik 2 - Login/NPWP/Daftar
Berapa bulan lama menunggu EFIN keluar?,playstore,berapa bulan lama menunggu efin keluar,"['berapa', 'bulan', 'lama', 'menunggu', 'efin', 'keluar']",-11,negative,"['menunggu', 'efin']",menunggu efin,Topik 2 - Login/NPWP/Daftar
ga ada pilihan lupa kata sandi saat login. jd ga bisa login. mohon d perbaiki.,playstore,ga ada pilihan lupa kata sandi saat login jd ga bisa login mohon d perbaiki,"['tidak', 'ada', 'pilihan', 'lupa', 'kata', 'sandi', 'saat', 'login', 'jadi', 'tidak', 'bisa', 'login', 'mohon', 'di', 'perbaiki']",-57,negative,"['pilihan', 'lupa', 'sandi', 'login', 'login', 'mohon', 'perbaiki']",pilihan lupa sandi login login mohon perbaiki,Topik 2 - Login/NPWP/Daftar
masih aja ada EFIN kirain udah musnah,playstore,masih aja ada efin kirain udah musnah,"['masih', 'saja', 'ada', 'efin', 'mengira', 'sudah', 'musnah']",-29,negative,"['aja', 'efin', 'kirain', 'udah', 'musnah']",aja efin kirain udah musnah,Topik 2 - Login/NPWP/Daftar
"tolong dong perbaiki, setiap kali mau buka harus login lagi baru buka beberapa hari harus login lagi",playstore,tolong dong perbaiki setiap kali mau buka harus login lagi baru buka beberapa hari harus login lagi,"['tolong', 'dong', 'perbaiki', 'setiap', 'kali', 'mau', 'buka', 'harus', 'login', 'lagi', 'baru', 'buka', 'beberapa', 'hari', 'harus', 'login', 'lagi']",-34,negative,"['tolong', 'perbaiki', 'kali', 'buka', 'login', 'buka', 'login']",tolong perbaiki kali buka login buka login,Topik 2 - Login/NPWP/Daftar
